id,original_title,genres,cast,director,screenplay,keywords
0104072,Deedar,"['Drama', 'Romance']","['Akshay Kumar', 'Karisma Kapoor', 'Laxmikant Berde', 'Anjana Mumtaz', 'Rajeev Verma', 'Tanuja', 'Anupam Kher', 'Dan Dhanoa', 'Priya Arun', 'Ajit Vachani', 'Rajesh Puri', 'Seema Deo', 'Viju Khote', 'Dinesh Hingoo', '']",['Pramod Chakravorty'],"['Sachin Bhowmick', 'Mir Muneer']","['millionaire businessman', 'widowed school', 'malhotras feel', 'never accept', 'kailashnath wants', 'eventually anand']"
0104548,Jeevan Ek Sanghursh,"['Drama', 'Family']","['Rakhee Gulzar', 'Anil Kapoor', 'Madhuri Dixit', 'Anupam Kher', 'Paresh Rawal', 'Moon Moon Sen', 'Pankaj Dheer', 'Kanwaljit Singh', 'Abhinav Chaturvedi', 'Shehnaz Kudia', 'C.S. Dubey', 'Mangal Dhillon', 'Jaya Mathur', 'Master Antriksh', '']",['Rahul Rawail'],['Javed Akhtar'],"['thief works', 'life changes', 'help keep', 'taking', 'rattan', 'karan']"
0104561,Jo Jeeta Wohi Sikandar,"['Comedy', 'Drama', 'Romance']","['Aamir Khan', 'Ayesha Jhulka', 'Deepak Tijori', 'Pooja Bedi', 'Kulbhushan Kharbanda', 'Mamik Singh', 'Kiran Zaveri', 'Ahmed Khan', 'Ravindra Kapoor', 'Deb Mukherjee', 'Aditya Lakhia', 'Deven Bhojani', 'Miki Khan', 'Prakash', '']",['Mansoor Khan'],"['Nasir Hussain', 'Mansoor Khan']","['local ones', 'small local', 'past two', 'biggest sporting', 'taking life', 'sanju however']"
0104607,Khuda Gawah,"['Action', 'Adventure', 'Drama']","['Amitabh Bachchan', 'Sridevi', 'Nagarjuna Akkineni', 'Shilpa Shirodkar', 'Kiran Kumar', 'Danny Denzongpa', 'Anjana Mumtaz', 'Beena Banerjee', 'Vikram Gokhale', 'Bharat Kapoor', 'Shammi', 'Surendra Pal', 'Ali Khan', 'Mini Tabassum', '']",['Mukul Anand'],"['Rajkumar Bedi', 'Santosh Saroj']","['childhood friend', 'afghani pathan', 'benazir sends', 'ranveer singh', 'khuda bkash', 'kidnaps ranveer']"
0104645,Kshatriya,"['Action', 'Drama', 'War']","['Sunil Dutt', 'Dharmendra', 'Vinod Khanna', 'Rakhee Gulzar', 'Sunny Deol', 'Sanjay Dutt', 'Meenakshi Sheshadri', 'Raveena Tandon', 'Divya Bharti', 'Vijayendra Ghatge', 'Kabir Bedi', 'Prem Chopra', 'Puneet Issar', '']",['J.P. Dutta'],"['J.P. Dutta', 'O.P. Dutta']","['england returned', 'rajasthan india', 'royal families', 'young people', 'years later', 'winner getting']"
0104660,Laat Saab,"['Action', 'Crime', 'Drama']","['Ishrat Ali', 'Asrani', 'Sharokh Bharucha', 'Brij Gopal', 'A.K. Hangal', 'Saeed Jaffrey', 'T.P. Jain', 'Bharat Kapoor', 'Mohsin Khan', 'Baby Kim', 'Neelam Kothari', 'Rami Reddy', 'Sushma Seth', 'Jackie Shroff', '']",['Sunil Agnihotri'],['Sabir Mustaffa'],"['cbi inspector', 'uttar pradesh', 'wealthy lifestyle', 'never met', 'disbelieving vijay', '25 years']"
0104854,Mere Sajana Saath Nibhana,"['Drama', 'Musical']","['Mithun Chakraborty', 'Juhi Chawla', 'Shanti Priya', 'Prem Chopra', 'Kulbhushan Kharbanda', 'Tinnu Anand', 'Nirupa Roy', 'Shiva Rindani', 'Aparajita', 'Nafisa Sharma', 'Baby Reshma', 'Jugnu', 'Aruna Irani', '']",['Rajesh Vakil'],"['M.S. Madhu', 'Mehboob Sarwar']","['powerful thakur', 'mom passes', 'another thakur', 'small rural', 'insulted severely', 'daughter married']"
0104927,Mr. Bond,"['Action', 'Adventure', 'Thriller']","['Akshay Kumar', 'Sheeba', 'Saathi Ganguly', 'Dolly Mattoo', 'Poonam Dasgupta', 'Ruchika Panday', 'Manjeet Kular', 'Pankaj Dheer', 'Ram Mohan', 'Subbiraj', 'Bob Christo', 'Shashi Kiran', 'Mac Mohan', '']",['Raj N. Sippy'],"['Mohinder Ashish', 'Iqbal Durrani']","['alike brother', 'demand huge', 'notorious criminal', 'apprehending dragon', 'toughest criminals', 'police officer']"
0105007,Nishchaiy,"['Action', 'Drama', 'Romance']","['Vinod Khanna', 'Salman Khan', 'Karisma Kapoor', 'Sonu Walia', 'Reema Lagoo', 'Rajeev Verma', 'Rupa Ganguly', 'Saeed Jaffrey', 'Moushumi Chatterjee', 'Sudha Chandran', 'Krishan Dhawan', 'Goga Kapoor', 'Avtar Gill', 'Mahesh Anand', '']",['Esmayeel Shroff'],"['Sachin Bhowmick', 'Rahi Masoom Reza']","['rohan yadav', 'unforeseen circumstances', 'separation years', 'years later', 'vasu gujral', 'employer manohar']"
0105271,Roja,"['Drama', 'Romance', 'Thriller']","['Arvind Swamy', 'Madhoo', 'Pankaj Kapur', 'Nassar', 'Shiva Rindani', 'Janagaraj', 'Vaishnavi', '']",['Mani Ratnam'],['Mani Ratnam'],"['dil hai', 'handsome young', 'young woman', 'roja also', 'sister loves', 'young woman']"
0105315,Sapne Saajan Ke,"['Drama', 'Romance']","['Jackie Shroff', 'Dimple Kapadia', 'Karisma Kapoor', 'Rahul Roy', 'Aruna Irani', 'Reema Lagoo', 'Alok Nath', 'Gulshan Grover', 'Brahmachari', 'Dinesh Hingoo', 'Shubha Khote', 'Mushtaq Merchant', '']","[""Lawrence D'Souza""]",['Mushtaq Merchant'],"['wealthy man', 'like gulu', 'shalini wants', 'shalini approves', 'rich boy', 'get married']"
0105500,Suryavanshi,"['Fantasy', 'Horror']","['Salman Khan', 'Amrita Singh', 'Sheeba', 'Saeed Jaffrey', 'Ajit Vachani', 'Sushma Seth', 'Puneet Issar', 'Abhinav Chaturvedi', 'Kader Khan', 'Shakti Kapoor', 'Tom Alter', 'Usman Khan', 'Parvez Khan', 'Swami', '']",['Rakesh Kumar'],"['Kulwant Singh Jani', 'Rakesh Kumar']","['one time', 'cruel entity', 'friend amar', 'widower dad', 'hated men', 'archeologist currently']"
0105515,Tadipaar,"['Action', 'Drama']","['Mithun Chakraborty', 'Pooja Bhatt', 'Anupam Kher', 'Avtar Gill', 'Gulshan Grover', 'Sadashiv Amrapurkar', 'Tiku Talsania', 'Juhi Chawla', '']",['Mahesh Bhatt'],['Robin Bhatt'],"['one night', 'violent confrontation', 'nearest police', 'impersonate mohinidevi', 'shankar asks', 'shankar lives']"
0105866,Yalgaar,"['Action', 'Drama', 'Thriller']","['Feroz Khan', 'Sanjay Dutt', 'Kabir Bedi', 'Manisha Koirala', 'Nagma', 'Mukesh Khanna', 'Vicky Arora', 'Vishwajeet Pradhan', 'Deepti Naval', 'Manjeet Kular', 'Maya Alagh', 'Neena Gupta', 'Mohan Bhandari', 'Sunil Ranade', '']",['Feroz Khan'],"['Rajeev Kaul', 'Kamlesh Pandey', 'Praful Parekh']","['one mahendra', 'also police', 'childhood friends', 'raj pratap', 'widowed wife', 'additional police']"
0105897,Zindagi Ek Juaa,['Action'],"['Anil Kapoor', 'Madhuri Dixit', 'Shakti Kapoor', 'Suresh Oberoi', 'Anupam Kher', 'Amrish Puri', 'Mangal Dhillon', 'Sagar Salunke', 'Anant Jog', 'Swapna', 'Vikas Anand', 'Dhawal Kelkar', 'Bharat Kapoor', 'G.P. Singh', '']",['Prakash Mehra'],"['Satish Bhatnagar', 'Prakash Mehra', 'Rahi Masoom Reza']","['employer jagjit', 'huge wage', 'task executed', 'successfully carry', 'illegal activities', 'held captive']"
0106203,Aaina,"['Drama', 'Romance']","['Jackie Shroff', 'Juhi Chawla', 'Amrita Singh', 'Saeed Jaffrey', 'Maya Alagh', 'Dina Pathak', 'Rajesh Khattar', '']",['Deepak Sareen'],"['Honey Irani', 'Shanker Iyer', 'Rahi Masoom Reza']","['life together', 'newly weds', 'thinks reema', 'roma steps', 'sister reema', 'pale reflection']"
0106204,Aankhen,"['Action', 'Comedy', 'Crime']","['Govinda', 'Chunky Pandey', 'Raj Babbar', 'Kader Khan', 'Sadashiv Amrapurkar', 'Ritu Shivpuri', 'Raageshwari', 'Shilpa Shirodkar', 'Bindu', 'Harish Patel', 'Shakti Kapoor', 'Mahavir Shah', 'Gulshan Grover', 'Radha Seth', '']",['David Dhawan'],['Anees Bazmee'],"['two wealthy', 'corrupt government', 'bunnu get', 'wise munnu', 'identical cousin', 'real munnu']"
0106206,Aashik Aawara,['Drama'],"['Saif Ali Khan', 'Mamta Kulkarni', 'Mohnish Bahl', '']",['Umesh Mehra'],"['Umesh Mehra', 'Shaktimaan Talwar']","['drama unfolds', 'delhi impersonating', 'hearted poor', 'driver dilher', 'woman named', 'years later']"
0106333,Baazigar,"['Crime', 'Drama', 'Musical']","['Shah Rukh Khan', 'Kajol', 'Dalip Tahil', 'Rakhee Gulzar', 'Shilpa Shetty Kundra', 'Siddharth', 'Johnny Lever', 'Ananth Narayan Mahadevan', 'Daboo Malik', 'Dinesh Hingoo', 'Adi Irani', 'Resham Tipnis', 'Amrit Patel', 'Sumeet Pathak', '']","['Abbas Alibhai Burmawalla', 'Mastan Alibhai Burmawalla']","['Robin Bhatt', 'Akash Khurana', 'Javed Siddiqui']","['ambitious young', 'business tycoon', 'widowed traumatized', 'childhood friend', 'vicky malhotra', 'vulnerable priya']"
0106408,Bhaji on the Beach,"['Comedy', 'Drama']","['Kim Vithana', 'Jimmi Harkishin', 'Sarita Khajuria', 'Akbar Kurtha', 'Mo Sesay', 'Lalita Ahmed', 'Shaheen Khan', 'Zohra Sehgal', 'Amer Chadha-Patel', 'Nisha Nayar', 'Renu Kochar', 'Surendra Kochar', 'Souad Faress', 'Tanveer Ghani', '']",['Gurinder Chadha'],"['Gurinder Chadha', 'Meera Syal']","['indian descent', 'better mutual', 'trip together', 'day lead', 'birmingham england', 'beach resort']"
0106541,Chandra Mukhi,"['Comedy', 'Fantasy', 'Romance']","['Maya Alagh', 'Tinnu Anand', 'Mohnish Bahl', 'Avtar Gill', 'Ramesh Goyal', 'Gulshan Grover', 'Puneet Issar', 'Razak Khan', 'Salman Khan', 'Kim', 'Pran', 'Shiva Rindani', 'Asha Sachdev', 'Kunickaa Sadanand', '']",['Debaloy Dey'],"['Anwar Khan', 'Salman Khan']","['time chandra', 'young boy', 'chandra mukhi', 'possess great', 'another planet', 'chandra mukhi']"
0106653,Dalaal,"['Action', 'Drama']","['Mithun Chakraborty', 'Ayesha Jhulka', 'Ravi Behl', 'Indrani Banerjee', 'Tinnu Anand', 'Tarun Ghosh', 'Deb Mukherjee', 'Mangal Dhillon', 'Satyendra Kapoor', 'Rita Bhaduri', 'Suresh Chatwal', 'Vikas Anand', 'C.S. Dubey', 'Shakti Kapoor', '']",['Partho Ghosh'],"['Kaushal Bharati', 'Tarun Ghosh', 'Anwar Khan']","['former villager', 'naive illiterate', 'beautiful woman', 'local politician', 'escort young', 'chatriprasad first']"
0106655,Damini,"['Crime', 'Drama']","['Meenakshi Sheshadri', 'Rishi Kapoor', 'Sunny Deol', 'Amrish Puri', 'Kulbhushan Kharbanda', 'Rohini Hattangadi', '']",['Rajkumar Santoshi'],"['Sutanu Gupta', 'Dilip Shukla']","['renowned wealthy', 'theme revolves', 'cruel act', 'family including', 'character damini', 'therefore justice']"
0106725,Dil Tera Aashiq,"['Comedy', 'Drama', 'Romance']","['Madhuri Dixit', 'Salman Khan', 'Kader Khan', 'Asrani', 'Tej Sapru', 'Raja Duggal', 'Anupam Kher', 'Anil Kapoor', 'Deepak Tijori', 'Mangal Dhillon', 'Arvind Mehra', 'Shakti Kapoor', 'Anjana Mumtaz', 'Yunus Parvez', '']","[""Lawrence D'Souza""]","['Reema Rakesh Nath', 'Sameer']","['ailing mother', 'based widower', 'classed living', 'turmoil turns', 'prefers someone', 'older woman']"
0106986,Gardish,"['Action', 'Crime', 'Drama']","['Jackie Shroff', 'Amrish Puri', 'Dimple Kapadia', 'Farida Jalal', 'Mukesh Rishi', 'Shammi Kapoor', 'Asrani', 'Suresh Oberoi', 'Raj Babbar', '']",['Priyadarshan'],"['A.K. Lohithadas', 'Priyadarshan', 'Suraj Sanim']","['criminals start', 'local mla', 'local crimelord', 'father purshottam', 'car purshottam', 'new crimelord']"
0107060,Gumrah,"['Action', 'Crime', 'Drama']","['Sanjay Dutt', 'Sridevi', 'Anupam Kher', 'Rahul Roy', 'Soni Razdan', 'Reema Lagoo', 'Kunickaa Sadanand', 'Tom Alter', 'Bob Christo', 'Anang Desai', 'Laxmikant Berde', 'Uday Chandra', 'Sudesh Issar', 'Subhash Kapoor', '']",['Mahesh Bhatt'],"['Robin Bhatt', 'Sujit Sen']","['fan named', 'absconding dad', 'becomes famous', 'jaggu come', 'sharda chhadha', 'wise small']"
0107166,Hum Hain Rahi Pyar Ke,"['Comedy', 'Drama', 'Family']","['Aamir Khan', 'Juhi Chawla', 'Sharokh Bharucha', 'Kunal Khemu', 'Baby Ashrafa', 'Tiku Talsania', 'Mushtaq Khan', 'K.D. Chandran', 'Javed Khan', 'Veeru Krishnan', 'Navneet Nishan', 'Zubaida', 'Robin Bhatt', 'Ramesh Goyal', '']",['Mahesh Bhatt'],"['Robin Bhatt', 'Aamir Khan', 'Sujit Sen']","['rahul hires', 'debt family', 'rahul tries', 'rahul malhotra', 'predictably rahul', 'vaijayanti fall']"
0107199,In Custody,"['Comedy', 'Drama']","['Shashi Kapoor', 'Shabana Azmi', 'Om Puri', 'Sushma Seth', 'Neena Gupta', 'Tinnu Anand', 'Prayag Raj', 'Parikshat Sahni', 'Sagar Arya', 'Alakh Nandan', 'Yusuf Khurram', 'Riju Bajaj', 'Maza Bi', 'Nayeem Hafizka', '']",['Ismail Merchant'],"['Anita Desai', 'Shahrukh Husain']","['beautiful second', 'interview poet', 'loves urdu', 'feuding wives', 'aged tape', 'editor asks']"
0107311,Khal Nayak,"['Action', 'Adventure', 'Crime']","['Sanjay Dutt', 'Madhuri Dixit', 'Jackie Shroff', 'Rakhee Gulzar', 'Anupam Kher', 'Ramya Krishnan', 'Pramod Moutho', 'Sushmita Mukherjee', 'A.K. Hangal', 'Neena Gupta', 'Mangal Dhillon', 'Ali Asgar', 'Sudhir Dalvi', 'Ahmad Ansari', '']",['Subhash Ghai'],"['Subhash Ghai', 'Ram Kelkar', 'Kamlesh Pandey']","['lovely girlfriend', 'help restore', 'ambitious inspector', 'ballu escape', 'unscrupulous criminal', 'trap ballu']"
0107321,King Uncle,"['Comedy', 'Drama', 'Family']","['Jackie Shroff', 'Shah Rukh Khan', 'Nagma', 'Sushmita Mukherjee', 'Deb Mukherjee', 'Deven Verma', 'Yunus Parvez', 'Dinesh Hingoo', 'Dewan Sarar', 'Birbal', 'Coca Cola', 'Anu Agrawal', 'Paresh Rawal', 'Dalip Tahil', '']",['Rakesh Roshan'],"['Anees Bazmee', 'Ravi Kapoor', 'Mohan Kaul']","['away orphan', 'orphan named', 'peon named', 'younger brother', 'womanizer pradeep', 'alcoholic cruel']"
0107440,Lootere,"['Action', 'Romance', 'Thriller']","['Sunny Deol', 'Juhi Chawla', '']",['Dharmesh Darshan'],"['Dharmesh Darshan', 'Rajeev Kaul', 'Kamlesh Pandey', 'Praful Parekh']","['safe place', 'bar dancer', 'police inspector', 'silence anjali', 'worse one', 'nefarious activities']"
0107867,Prateeksha,"['Action', 'Crime']","['Jeetendra', 'Moushumi Chatterjee', 'Vinod Mehra', 'Govinda', 'Shilpa Shirodkar', '']","[""Lawrence D'Souza""]",['Talat Rekhi'],"['vijay unexpectedly', 'laxmi married', 'angry tom', 'pretty much', 'never quite', 'master bunty']"
0107986,Roop Ki Rani Choron Ka Raja,"['Action', 'Drama', 'Musical']","['Anil Kapoor', 'Sridevi', 'Anupam Kher', 'Paresh Rawal', 'Jackie Shroff', 'Bindu', 'Deepak Qazir', 'Gopi Desai', 'Seema Deo', 'Ajit Vachani', 'Dalip Tahil', 'Johnny Lever', 'Akash Khurana', 'Anjan Srivastav', '']",['Satish Kaushik'],['Javed Akhtar'],"['handily catches', 'alike twin', 'girdharilal teaches', 'well respected', 'custom officer', 'murder doctor']"
0108001,Rudaali,['Drama'],"['Rakhee Gulzar', 'Dimple Kapadia', 'Raj Babbar', 'Raghuvir Yadav', 'Sushmita Mukherjee', 'Manohar Singh', 'Rajesh Kumar Singh', 'Mita Vasisht', 'Amjad Khan', 'Usha Bannerjee', 'Minaaz', 'Pramod Bala', 'Ravi Jhankal', 'Yusuf Khurram', '']",['Kalpana Lajmi'],"['Mahasweta Devi', 'Gulzar', 'Kalpana Lajmi']","['son lakhsman', 'years later', 'local landlord', 'mother peewli', 'woman named', 'local prostitute']"
0108023,Sahibaan,"['Drama', 'Romance']","['Rishi Kapoor', 'Sanjay Dutt', 'Madhuri Dixit', 'Sonu Walia', 'Bharat Kapoor', 'Kiran Kumar', 'Satyendra Kapoor', 'Javed Khan', 'Anjana Mumtaz', 'Beena Banerjee', 'Mangal Dhillon', 'Tinnu Anand', 'Sudhir Pandey', 'Manjeet Kular', '']",['Ramesh Talwar'],['Armaan Shahabi'],"['takes several', 'womanizer kunwar', 'mentally challenged', 'asks diwan', 'ruthless killer', 'living selling']"
0108109,Shatranj,"['Comedy', 'Drama', 'Romance']","['Jackie Shroff', 'Juhi Chawla', 'Mithun Chakraborty', 'Divya Bharti', 'Kader Khan', 'Jamuna', '']",['Aziz Sejawal'],"['Sanjeev Duggal', 'Kader Khan', 'Yunus Sajawal']","['real reason', 'wealthy business', 'shakti kapoor', 'jackie shroff', 'hindi film', 'divya bharti']"
0108144,Sir,"['Crime', 'Drama']","['Naseeruddin Shah', 'Pooja Bhatt', 'Atul Agnihotri', 'Paresh Rawal', 'Avtar Gill', 'Soni Razdan', 'Sushmita Mukherjee', 'Gulshan Grover', 'Abha Ranjan', 'Suhas Bhalekar', 'Mushtaq Khan', 'Mahesh Anand', 'Makrand Deshpande', 'Anang Desai', '']",['Mahesh Bhatt'],['Jay Dixit'],"['innocent bystanders', '6 year', 'based professor', 'chhapan tikle', 'two gangs', 'verma family']"
0108256,Suraj Ka Satvan Ghoda,"['Drama', 'Romance']","['Rajit Kapoor', 'Raghuvir Yadav', 'Siraj Ahmed', 'Rakesh Dhar', 'Rajeshwari Sachdev', 'Anang Desai', 'Mohini Sharma', 'Himani Shivpuri', 'Ravi Jhankal', 'Suresh Bhagwat', 'Asma', 'Riju Bajaj', 'Amrish Puri', 'Shashibala Sahay', '']",['Shyam Benegal'],"['Dharmvir Bharati', 'Shama Zaidi']","['plots unravel', 'convoluted love', 'intertwined plots', 'storyteller friend', 'man shares', 'lazy afternoon']"
0109010,1942: A Love Story,"['Action', 'Drama', 'Musical']","['Anil Kapoor', 'Jackie Shroff', 'Manisha Koirala', 'Anupam Kher', 'Danny Denzongpa', 'Pran', 'Chandni', 'Raghuvir Yadav', 'Sushma Seth', 'Manohar Singh', 'Brian Glover', 'Gopi Desai', 'Pramod Moutho', 'Uday Chandra', '']",['Vidhu Vinod Chopra'],"['Sanjay Leela Bhansali', 'Kamna Chandra', 'Vidhu Vinod Chopra', 'Shivkumar Subramaniam']","['poor yet', 'wealthy narendra', 'father diwan', 'father raghuvir', 'circa british', 'rajjo']"
0109031,Aazmayish,['Drama'],"['Rohit Kumar', 'Dharmendra', 'Anjali Jathar', 'Mohnish Bahl', 'Prem Chopra', 'Ashok Saraf', 'Paintal', 'Suhas Joshi', 'Sulabha Arya', 'Kunal Khemu', 'Kamaldeep', 'Sripradha', 'Suhas Bhalekar', 'Mehmood Jr.', '']",['Sachin'],"['Rumi Jaffery', 'Sajeev Kapoor', 'Mohan Kumar', 'Mahesh Shandilya']","['dashing young', 'marry laxmikant', 'headstrong union', 'gorgeous looking', 'union leader', 'wants better']"
0109091,Amaanat,"['Action', 'Drama']","['Sanjay Dutt', 'Akshay Kumar', 'Heera Rajgopal', 'Kanchan', 'Farheen', 'Gulshan Grover', 'Kiran Kumar', 'Mukesh Khanna', 'Paintal', 'Bhushan Jeevan', 'Mac Mohan', 'Ghanshyam', 'Neelam Mehra', 'Navneet Nishan', '']",['Raj N. Sippy'],"['Sachin Bhowmick', 'Anwar Khan']","['village upon', 'left helpless', 'purchase tube', 'vijay starts', 'drink vijay', 'money gets']"
0109116,Andaz,"['Action', 'Comedy', 'Drama']","['Anil Kapoor', 'Juhi Chawla', 'Karisma Kapoor', 'Raj Babbar', 'Kader Khan', 'Shakti Kapoor', 'Satish Kaushik', '']",['David Dhawan'],"['Anees Bazmee', 'Bhagyaraj']","['jaya neelam', 'nalanda ajay', 'savvy students', 'killed saraswati', 'terrorist named', 'local orphanage']"
0109117,Andaz Apna Apna,"['Comedy', 'Family', 'Romance']","['Aamir Khan', 'Salman Khan', 'Raveena Tandon', 'Karisma Kapoor', 'Paresh Rawal', 'Viju Khote', 'Shakti Kapoor', 'Shehzad Khan', 'Deven Verma', 'Jagdeep', 'Mehmood', 'Tiku Talsania', 'Suresh Bhagwat', 'Harish Patel', '']",['Rajkumar Santoshi'],"['Rajkumar Santoshi', 'Dilip Shukla']","['millionaire ram', 'get rich', 'bajaj family', 'ram decides', 'two rivals', 'twin brother']"
0109134,Anjaam,"['Drama', 'Thriller']","['Madhuri Dixit', 'Shah Rukh Khan', 'Tinnu Anand', 'Johnny Lever', 'Kalpana Iyer', 'Himani Shivpuri', 'Sudha Chandran', 'Beena Banerjee', 'Kiran Kumar', 'Deepak Tijori', 'Rumi Jaffery', 'Darshan Sandhar', 'Pradeep Suri', 'Baby Gazala', '']",['Rahul Rawail'],"['Sutanu Gupta', 'Rumi Jaffery', 'Gautam Rajadhyaksha']","['hostess named', 'wealthy spoilt', 'one day', 'immediately falls', 'even destroys', 'mishap vijay']"
0109206,Bandit Queen,"['Biography', 'Crime', 'Drama']","['Seema Biswas', 'Nirmal Pandey', 'Rajesh Vivek', 'Raghuvir Yadav', '']",['Shekhar Kapur'],"['Ranjit Kapoor', 'Mala Sen']","['blue eyes', 'bandit queen', 'modern robin', 'press tended', 'optimal hero', 'indian press']"
0109391,Chaand Kaa Tukdaa,"['Action', 'Comedy', 'Crime']","['Sridevi', 'Salman Khan', 'Anupam Kher', 'Raza Murad', 'Rakesh Hans', 'Zeba Khan', 'Mehmood', 'Shatrughan Sinha', 'Rama Vij', 'Faiyyaz', 'Ravi Raaj', 'Gurbachan Singh', 'Lalit Tiwari', 'Guddi Maruti', '']",['Saawan Kumar Tak'],"['Sachin Bhowmick', 'Anwar Khan', 'Saawan Kumar Tak']","['ten richest', 'people including', 'wealthy lifestyle', 'person could', 'passes away', 'mother identified']"
0109555,Darr,"['Drama', 'Romance', 'Thriller']","['Juhi Chawla', 'Sunny Deol', 'Shah Rukh Khan', 'Anupam Kher', 'Tanvi Azmi', 'Raj Hans', 'Annu Kapoor', 'Neena Softa', 'Piloo J. Wadia', 'Vikas Anand', '']",['Yash Chopra'],"['Honey Irani', 'Javed Siddiqui']","['story whose', 'story whose', 'story caught', 'sunny deol', 'shahrukh khan', 'one man']"
0109710,Eena Meena Deeka,"['Action', 'Comedy', 'Crime']","['Vinod Khanna', 'Rishi Kapoor', 'Juhi Chawla', 'Kader Khan', 'Shakti Kapoor', 'Anupam Kher', 'Kiran Kumar', 'Gulshan Grover', 'Mohnish Bahl', 'Alok Nath', 'Anjana Mumtaz', 'Shiva Rindani', 'Balbinder', 'Arun Bakshi', '']",['David Dhawan'],['Sanjeev Duggal'],"['men inder', 'long jail', 'thus deeka', 'crime thus', 'deeka makes', 'eena commit']"
0109922,Gopi Kishan,"['Action', 'Comedy', 'Drama']","['Sunil Shetty', 'Karisma Kapoor', 'Shilpa Shirodkar', 'Suresh Oberoi', 'Abhimanyyu Abhimanyu', 'Aruna Irani', 'Mohan Joshi', 'Shammi', 'Mushtaq Khan', 'Satyendra Kapoor', 'Shiva Rindani', '']",['Mukesh Duggal'],['Anees Bazmee'],"['son tinku', 'granted promotion', 'given higher', 'thank lord', 'new errant', 'lord hanuman']"
0110076,Hum Aapke Hain Koun...!,"['Comedy', 'Drama', 'Musical']","['Madhuri Dixit', 'Salman Khan', 'Mohnish Bahl', 'Renuka Shahane', 'Anupam Kher', 'Reema Lagoo', 'Alok Nath', 'Bindu', 'Ajit Vachani', 'Satish Shah', 'Himani Shivpuri', 'Sahila Chaddha', 'Dilip Joshi', 'Laxmikant Berde', '']",['Sooraj R. Barjatya'],['Sooraj R. Barjatya'],"['wedding prem', 'studying computer', 'parents professor', 'house joy', 'two families', 'another town']"
0110105,Ikke Pe Ikka,"['Action', 'Comedy']","['Akshay Kumar', 'Shanti Priya', 'Prithvi', 'Chandni', 'Pankaj Dheer', 'Manjeet Kular', 'Moushumi Chatterjee', 'Anupam Kher', 'Shafi Inamdar', 'Beena Banerjee', 'Harish Patel', 'Paintal', 'Bhushan Jeevan', 'Shiva Rindani', '']",['Raj N. Sippy'],"['Sachin Bhowmick', 'Pankaj Dheer', 'Ajay Kartik', 'Anand S. Vardhan']","['three grown', 'new neighbor', 'therefore puts', 'rather plump', 'bollywood actor', 'marry kaushalya']"
0110140,Insaniyat,"['Action', 'Crime', 'Drama']","['Tom Alter', 'Sadashiv Amrapurkar', 'Amitabh Bachchan', 'Rakesh Bedi', 'Prem Chopra', 'Sunny Deol', 'Gorilla', 'Shafi Inamdar', 'Aruna Irani', 'Pallavi Joshi', 'Goga Kapoor', 'Satyendra Kapoor', 'Mukesh Khanna', 'Anupam Kher', '']",['Tony Juneja'],['Vijay Kaul'],"['ssp amar', 'karim lala', 'leaders karim', 'diligent police', 'bring two', 'stop criminal']"
0110177,Jai Kishen,"['Action', 'Drama']","['Akshay Kumar', 'Ayesha Jhulka', 'Chandni', 'Reema Lagoo', 'Arun Bakshi', 'Mahavir Shah', 'Avtar Gill', 'Vikas Anand', 'Viju Khote', 'Deepak Shirke', 'Harish Patel', '']",['Sunil Agnihotri'],['Santosh Saroj'],"['police officer', 'career con', 'would go', 'taught self', 'take revenge', 'quick buck']"
0110222,Kabhi Haan Kabhi Naa,"['Comedy', 'Drama', 'Music']","['Shah Rukh Khan', 'Suchitra Krishnamoorthi', 'Deepak Tijori', 'Rita Bhaduri', 'Satish Shah', 'Anjan Srivastav', 'Goga Kapoor', 'Tiku Talsania', 'Ravi Baswani', 'Naseeruddin Shah', 'Juhi Chawla', 'Kurush Deboo', 'Aditya Lakhia', 'Shashi Sahay', '']",['Kundan Shah'],"['Pankaj Advani', 'Ranjit Kapoor', 'Kundan Shah']","['another calamity', 'aana loves', 'stand exposed', 'special occasions', 'opportunity coming', 'marriage elsewhere']"
0110254,Khuddar,"['Action', 'Drama', 'Musical']","['Govinda', 'Karisma Kapoor', 'Shakti Kapoor', 'Kader Khan', 'Shreeram Lagoo', 'Anjana Mumtaz', 'Raju Shrestha', 'Mahesh Anand', 'Jack Gaud', '']",['Iqbal Durrani'],['Iqbal Durrani'],"['honest police', 'fellow colleague', 'corrupt assistant', 'blind cabaret', 'human flesh', 'flesh trading']"
0110280,Krantiveer,"['Action', 'Crime', 'Drama']","['Nana Patekar', 'Dimple Kapadia', 'Atul Agnihotri', 'Mamta Kulkarni', 'Farida Jalal', 'Paresh Rawal', 'Tinnu Anand', 'Mushtaq Khan', 'Ishrat Ali', 'Danny Denzongpa', 'Bindu', 'Shafi Inamdar', 'Girish Malik', 'Mahesh Anand', '']",['Mehul Kumar'],['K.K. Singh'],"['young age', 'journalist called', 'small time', 'police force', 'state owned', 'unemployed pratap']"
